-0.001283036	-0.010518042	0.036887868	0.006891604	0.007773802	-0.025983744	0.003649397	0.010187753	-0.009402265	-0.003389701	0.000584282	0.010637285	0.033601347	0.020785652	0.017628337	0.052293516	-0.014800667	0.028414113	0.047942991
0.019593324	0.023452637	0.012025387	0.033012128	0.022166052	-0.048000577	0.001894582	0.003076896	-0.006202455	0.03019088	0.068964198	0.029702869	0.050953813	0.056437404	-0.060846279	-0.017221629	-0.026059512	0.02836794	0.053510003
-0.010563146	-0.010421961	-0.005854093	-0.004335871	0.030147596	-0.011195022	-0.03648853	0.025573022	0.062975268	-0.002945705	-0.020244998	0.001386028	0.035861821	0.012727064	0.032829499	0.208812373	-0.008257086	0.012741353	-0.016224373
-0.003568559	0.023930653	0.013329574	0.012913813	-0.001495213	0.04472619	0.000831507	0.088402962	0.031756388	0.001840734	-0.021953349	-0.006650472	0.025303023	-0.024676586	-0.00973545	-1.00E-02	-6.26E-05	0.007607551	-0.039429427
-3.70E-05	-0.022279692	-0.007933021	-0.001804541	0.021627797	0.004383254	-0.019244128	0.040438681	0.01336491	0.031626348	-0.003861951	-0.004246117	-0.031424327	0.020353347	-0.005327275	-0.087558827	0.012506938	0.011521203	-0.082004909
0.005705499	-0.002387477	0.001272057	-0.00597004	0.010965852	-0.056383045	0.015969231	-0.004373421	-0.049302293	0.00911232	-0.041546903	-0.021840967	-0.04379448	0.031511154	-0.019428075	-0.033022015	0.072245082	0.050638788	-0.042217697
0.009817228	0.010144783	0.050217625	0.023585292	-0.009390238	0.019924171	0.000149969	-0.046827406	-0.041314844	0.032110415	-0.037124244	0.009358338	-0.016789561	-0.011244761	-0.010425218	0.178271619	0.01663727	0.024124682	-0.112509024
-0.00447233	0.006672726	0.010032744	0.015254667	0.037917907	0.002775885	-0.005958056	0.003307841	-0.030220674	-0.018315106	0.020787964	-0.035909571	0.01408341	-0.01934916	-0.12459052	-0.001878645	0.020953663	0.038195372	-0.092441247
-0.015496024	-0.012091311	-0.008952484	0.000515597	-0.005954767	-0.017175043	-0.007321597	0.00720274	0.016317765	-0.024442107	-0.060484043	-0.020969008	-0.010860623	0.030285643	0.024384122	0.011789093	0.015868484	-0.039454299	-0.02469522
0.003116839	-0.023499284	-0.010715188	-0.007704287	0.030601045	-0.02673684	-0.011622398	-0.004727556	-0.021118077	0.006647707	0.003358118	0.012557227	0.008189595	-0.001970395	-0.032198683	-0.007345621	0.035687231	-0.022029353	0.048247788
0.011115572	-0.008576478	-0.015079699	0.002133242	-0.012824023	-0.014176014	-0.004134296	-0.01883446	-0.001297844	0.012728828	-0.003850456	-0.012177121	-0.043437835	0.011455761	0.063787182	-0.000319047	0.024678929	0.042478123	0.013741405
-0.015087148	-0.004261384	0.001685052	-0.014386233	-0.003503048	-0.028356666	-0.006293069	-6.40E-05	0.000608401	-1.36E-03	-0.031480009	0.001739463	-0.000474208	0.017385944	0.002927738	-0.081106973	0.040313421	0.020430598	0.028451369
0.004118172	-0.02769292	0.009322636	0.004721527	-0.020144981	-0.057225953	-0.008164628	0.005909149	-0.037110919	-0.027881063	0.020710873	-0.030312103	-0.017758632	-0.001301561	0.006343487	0.124719673	0.001223149	-0.034364182	-0.047336167
0.000959142	0.072142818	0.014813375	0.008925756	-0.000969141	-0.040304777	0.008850741	-0.00966651	-0.047320444	-0.028081178	0.021634001	0.001281782	-0.040452742	-0.010956567	-0.031926747	0.067009485	-0.034352917	-0.008854835	-0.015065503
0.032549629	0.021007959	0.000871044	0.006894821	0.030382367	-0.016629375	0.003609387	-0.024703826	0.02966375	0.005766416	0.026960958	0.01998644	-0.017324087	0.004678323	-0.02089939	0.062046684	-0.013812678	0.030697254	-0.023511625
-0.013518176	-0.00255754	0.002175928	-0.002619538	0.045589918	-0.003581937	0.010806635	0.016965772	0.012250199	0.011743853	0.006944007	0.007368273	-0.009126081	-0.03555071	0.070553819	-0.076850503	0.008150282	0.003549844	-0.049097722
0.002503685	0.002092939	0.021780139	-0.007338445	0.026572887	-0.015113971	0.032483497	0.000713287	0.038698451	0.01149076	0.044934634	0.038074521	0.010356013	-0.044344887	0.046970238	-0.05109164	0.004601196	-0.026305465	-0.029147257
0.008950278	0.023755161	0.015168792	0.007534449	0.020449339	0.060142428	-0.002387494	0.05344197	-0.036102015	0.021513805	-0.00297926	0.002164265	-0.022263984	-0.038439207	-0.041074262	0.055873729	-0.002587414	0.003461084	-0.051746771
-0.005816973	-0.016629578	-0.019867143	-0.01448929	0.015131638	-0.016554381	-0.003169797	-0.012884476	-0.018226446	-0.028132727	0.07682162	-0.005036606	-0.039698847	-0.003724529	0.040603393	0.032421172	0.00908667	-0.022059877	0.005637168
0.009018216	0.011295013	0.00976538	0.044102857	0.024925714	0.008083691	0.012781711	0.017775005	-0.012445926	0.001115299	0.031646787	-0.002077784	0.073464878	-0.023466723	0.034571909	-0.110053842	0.001017205	0.005118612	-0.053086096
0.002002541	-0.003429368	-0.006382472	-0.000505482	0.035001528	0.006934945	-0.005109703	0.012359682	-0.022191526	-0.008217983	0.012244707	0.04146647	-0.023735571	-0.045738063	0.019036646	-0.031697369	-0.033270178	0.036006586	-0.063886929
-0.000439284	-0.015579308	-0.02662808	-0.008155582	-0.009171281	-0.030599415	-0.003666916	0.052952933	-0.004538384	-0.005767585	0.077385166	-0.010047529	0.013919672	0.015469916	-0.039640287	-0.055103983	-0.001478066	-0.004272433	-0.012559456
-0.014075907	-0.025605638	-0.028137051	-0.004114697	-0.038363741	-0.022827564	-0.015335512	0.041840538	-0.005716734	0.005756951	0.037525095	0.011261704	0.021082649	0.052103862	0.028191681	-0.06772684	0.022606441	-0.043382273	0.048749044
-0.021732902	-0.008326141	-0.008384685	-0.005594248	-0.007276548	-0.050699074	-0.01198153	0.002746754	0.008038642	0.010159042	-0.061719557	-0.013960327	-0.019445679	0.016051319	-0.063755509	-0.169512197	-0.007482718	-0.072229592	0.048483578
