  1    1  3
  1    2  1
  1    3  1
  1    4  1
  1    5  1
  1    6  3
  1    7  3
  1    8  1
  1    9  1
  1   10  3
  1   11  1
  1   12  3
  1   13  3
  1   14  3
  1   15  3
  1   16  4
  1   17  4
  1   18  4
  1   19  4
  1   20  4
  1   21  3
  1   22  4
  1   23  4
  1   24  4
  1   25  3
  1   26  3
  1   27  5
  1   28  4
  1   29  3
  1   30  4
  1   31  4
  1   32  5
  1   33  4
  1   34  4
  1   35  4
  1   36  4
  1   37  3
  1   38  5
  1   39  5
  1   40  3
  1   41  5
  1   42  5
  1   43  5
  1   44  5
  1   45  5
  1   46  5
  1   47  5
  1   48  5
  1   49  5
  1   50  5
  1   51  3
  1   52  3
  1   53  5
  1   54  5
  1   55  5
  1   56  5
  1   57  5
  1   58  5
  1   59  3
  1   60  5
  1   61  1
  1   62  1
  1   63  1
  1   64  1
  1   65  1
  1   66  1
  1   67  1
  1   68  1
  1   69  1
  1   70  1
  1   71  1
  1   72  1
  1   73  3
  1   74  1
  1   75  1
  1   76  1
  1   77  1
  1   78  1
  1   79  1
  1   80  3
  1   81  3
  1   82  4
  1   83  4
  1   84  4
  1   85  4
  1   86  4
  1   87  4
  1   88  4
  1   89  4
  1   90  4
  1   91  4
  1   92  4
  1   93  4
  1   94  4
  1   95  4
  1   96  4
  1   97  4
  1   98  4
  1   99  4
  1  100  4
  1  101  5
  1  102  4
  1  103  4
  1  104  3
  1  105  3
  1  106  1
  1  107  1
  1  108  1
  1  109  1
  1  110  1
  1  111  1
  1  112  1
  1  113  1
  1  114  1
  1  115  1
  1  116  1
  1  117  1
  1  118  1
  1  119  1
  1  120  1
  1  121  1
  1  122  1
  1  123  1
  1  124  1
  1  125  3
  1  126  3
  1  127  0
  1  128  0
  2    1  4
  2    2  4
  2    3  4
  2    4  4
  2    5  5
  2    6  5
  2    7  5
  2    8  5
  2    9  3
  2   10  3
  2   11  3
  2   12  3
  2   13  3
  2   14  3
  2   15  5
  2   16  5
  2   17  5
  2   18  3
  2   19  3
  2   20  3
  2   21  3
  2   22  5
  2   23  5
  2   24  5
  2   25  3
  2   26  3
  2   27  5
  2   28  5
  2   29  5
  2   30  5
  2   31  5
  2   32  5
  2   33  5
  2   34  5
  2   35  5
  2   36  3
  2   37  3
  2   38  3
  2   39  3
  2   40  3
  2   41  3
  2   42  5
  2   43  5
  2   44  5
  2   45  5
  2   46  5
  2   47  3
  2   48  3
  2   49  5
  2   50  5
  2   51  5
  2   52  3
  2   53  3
  2   54  5
  2   55  5
  2   56  5
  2   57  3
  2   58  5
  2   59  5
  2   60  3
  2   61  3
  2   62  5
  2   63  3
  2   64  5
  2   65  3
  2   66  3
  2   67  3
  2   68  5
  2   69  5
  2   70  5
  2   71  5
  2   72  5
  2   73  5
  2   74  5
  2   75  5
  2   76  5
  2   77  5
  2   78  5
  2   79  5
  2   80  3
  2   81  1
  2   82  1
  2   83  3
  2   84  1
  2   85  3
  2   86  1
  2   87  1
  2   88  3
  2   89  3
  2   90  3
  2   91  3
  2   92  3
  2   93  3
  2   94  3
  2   95  3
  2   96  1
  2   97  3
  2   98  1
  2   99  1
  2  100  3
  2  101  3
  2  102  3
  2  103  4
  2  104  3
  2  105  3
  2  106  4
  2  107  3
  2  108  4
  2  109  4
  2  110  4
  2  111  4
  2  112  4
  2  113  4
  2  114  4
  2  115  4
  2  116  4
  2  117  4
  2  118  4
  2  119  4
  2  120  4
  2  121  3
  2  122  0
  2  123  0
  2  124  0
  2  125  0
  2  126  0
  2  127  0
  2  128  0
  3    1  3
  3    2  1
  3    3  1
  3    4  3
  3    5  5
  3    6  3
  3    7  4
  3    8  5
  3    9  5
  3   10  3
  3   11  2
  3   12  3
  3   13  3
  3   14  3
  3   15  3
  3   16  3
  3   17  3
  3   18  3
  3   19  3
  3   20  3
  3   21  3
  3   22  3
  3   23  3
  3   24  3
  3   25  3
  3   26  3
  3   27  3
  3   28  3
  3   29  3
  3   30  3
  3   31  3
  3   32  3
  3   33  3
  3   34  1
  3   35  1
  3   36  1
  3   37  1
  3   38  1
  3   39  1
  3   40  1
  3   41  1
  3   42  1
  3   43  1
  3   44  1
  3   45  1
  3   46  1
  3   47  1
  3   48  1
  3   49  1
  3   50  1
  3   51  1
  3   52  1
  3   53  1
  3   54  3
  3   55  4
  3   56  4
  3   57  3
  3   58  5
  3   59  4
  3   60  5
  3   61  5
  3   62  3
  3   63  5
  3   64  5
  3   65  5
  3   66  3
  3   67  5
  3   68  5
  3   69  5
  3   70  5
  3   71  5
  3   72  5
  3   73  5
  3   74  5
  3   75  5
  3   76  5
  3   77  1
  3   78  2
  3   79  3
  3   80  3
  3   81  2
  3   82  2
  3   83  2
  3   84  2
  3   85  2
  3   86  1
  3   87  1
  3   88  1
  3   89  1
  3   90  1
  3   91  1
  3   92  1
  3   93  1
  3   94  1
  3   95  1
  3   96  1
  3   97  1
  3   98  1
  3   99  1
  3  100  1
  3  101  4
  3  102  4
  3  103  4
  3  104  4
  3  105  4
  3  106  4
  3  107  4
  3  108  4
  3  109  5
  3  110  5
  3  111  3
  3  112  3
  3  113  3
  3  114  3
  3  115  3
  3  116  3
  3  117  1
  3  118  3
  3  119  3
  3  120  0
  3  121  0
  3  122  0
  3  123  0
  3  124  0
  3  125  0
  3  126  0
  3  127  0
  3  128  0
  4    1  3
  4    2  3
  4    3  3
  4    4  3
  4    5  3
  4    6  5
  4    7  5
  4    8  5
  4    9  5
  4   10  5
  4   11  3
  4   12  5
  4   13  5
  4   14  5
  4   15  5
  4   16  5
  4   17  3
  4   18  1
  4   19  1
  4   20  2
  4   21  1
  4   22  1
  4   23  1
  4   24  3
  4   25  5
  4   26  4
  4   27  4
  4   28  1
  4   29  3
  4   30  5
  4   31  5
  4   32  5
  4   33  5
  4   34  5
